CNPJ,EMPRESA,CODIGO
11.133.659/0001-32,JAPARANDUBA AGROPASTORIL S/A,520853
84.432.426/0001-04,JARAGUA FABRIL SA,7781
60.395.126/0001-34,JARAGUA SA IND MECANICAS,7790
04.815.734/0001-80,JARI CELULOSE SA,14354
24.125.171/0001-05,JASON AGRICULTURA SA,509779
04.340.915/0001-05,JATIUCA AGROPECUARIA SA,508365
04.340.915/0001-05,JATIUCA AGROPECUARIA SA,519243
61.156.741/0001-50,JAU SA CONST E INCORPORADORA,7803
02.916.265/0001-60,JBS SA,20575
02.380.680/0001-41,JEDAY - ARTEFATOS DE PLÁSTICO,517984
11.100.617/0001-03,JEMAR EMPREENDIMENTOS RURAIS SA,501670
60.543.816/0001-93,JEREISSATI PARTICIPAÇÕES S/A,8672
07.859.510/0001-68,JHSF MALLS S.A.,24473
08.294.224/0001-65,JHSF PARTICIPAÇÕES SA,20605
03.616.270/0001-10,JIQUIRIÇA PARTICIPAÇÕES SA,18805
03.143.559/0001-69,JOAÇABA AGROPECUARIA SA,511358
33.035.536/0001-00,JOAO FORTES ENGENHARIA SA - EM RECUPERAÇÃO JUDICIAL,7811
08.239.956/0001-52,JOBENE JOJOBA DO NORDESTE SA,514187
07.332.901/0001-20,JOBEX AGROINDUSTRIAL S/A,504815
06.086.573/0001-66,JOJOBA DO BRASIL SA,508900
33.330.564/0001-41,JORNAL DO BRASIL SA,13455
87.456.562/0001-22,JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP,13285
15.463.423/0001-15,JP PARTICIPAÇÕES S.A.,23299
53.790.218/0001-53,JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.,12262
04.887.121/0001-58,JS MOVEIS SA,501379
52.548.435/0001-79,JSL S.A.,22020
07.937.857/0001-81,JUA AGROPEC SA,500224
00.627.379/0001-64,JUNGFRAU PARTICIPACOES SA,14893
06.630.941/0001-95,JUOZAS SA INDUSTRIA TEXTIL,512290
08.981.482/0001-10,JUREMAL AGROPECUARIA SA,507946
08.336.570/0001-69,JVM DO BRASIL SA,501883
07.821.903/0001-82,KABANA MODAS INDL SA,504564
88.610.779/0001-08,KALIL SEHBE SA IND VESTUARIO,7846
09.347.916/0001-97,KAROON PETROLEO & GAS SA,22241
82.640.558/0001-04,KARSTEN SA,4146
14.164.438/0001-10,KAUFMANN CACAU INDL E COML SA,7854
29.339.827/0001-06,KAURI SIGMA SA,7862
91.983.056/0001-69,KEPLER WEBER SA,7870
57.003.881/0001-11,KIBON SA INDS ALIMENTICIAS,7897
15.661.374/0001-25,KIEPPE INVESTIMENTOS SA,13200
05.005.533/0001-80,KILOMBO AGROPEC SA,515124
05.005.533/0001-80,KILOMBO AGROPEC SA,520594
09.414.761/0001-64,K-INFRA RODOVIA DO AÇO S.A.,22446
15.241.805/0001-02,KLABIN FABRIC DE PAPEL CEL SA,511188
10.926.186/0001-68,KLABIN PONSA SA,508306
89.637.490/0001-45,KLABIN S.A.,12653
00.187.032/0001-48,KLABIN SEGALL S/A,20249
14.046.882/0001-30,KLEBER SA CALD MONT INDS NE,505773
13.531.405/0001-06,KONTIK SA HOTEIS E TURISMO,517836
13.573.332/0001-07,KORDSA BRASIL S/A,505943
00.354.053/0001-00,KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL,15083
12.599.825/0001-53,KRONORTE SA IMPL P/ TRANSP,509752
60.680.873/0001-14,KSB BOMBAS HIDRAULICAS SA,7919
34.512.327/0001-64,KSB DA AMAZONIA SA,517712
82.640.723/0001-10,KUALA SA,566
23.523.905/0001-41,KURIKAKA AGROPEC SA,513989
12.614.384/0001-11,L C R IND DE CONFECCOES SA,513830
61.489.514/0001-47,LABO ELETRONICA SA,12688
07.082.431/0001-93,LABORATORIOS BETA SA,506079
77.964.963/0001-30,LABRA IND BRAS DE LAPIS SA,11940
08.962.631/0001-01,LACERDA DE MELO BÚFALOS S/A - LACESA,502618
08.904.552/0001-36,LAEP INVESTMENTS LTD,80098
02.037.966/0001-29,LAEROB PARTICIPACOES SA,16420
61.080.198/0001-55,LAFER SA INDUSTRIA E COMERCIO,7927
04.866.596/0001-68,LAGOA CLARA AGROPEC SA,506320
04.866.596/0001-68,LAGOA CLARA AGROPEC SA,520586
70.492.665/0001-45,LAGOA RAMADA AGROPECUÁRIA S.A.,516104
12.931.424/0001-59,LAGOARROZ - IRRIGAÇÃO LAGOA ARROZ S/A,512540
09.017.691/0001-00,LAHOTELS S.A.,21229
23.505.233/0001-41,LAM CONFECCOES SA,512427
57.483.190/0001-62,LAMINACAO NACIONAL METAIS SA,7943
57.483.190/0001-62,LAMINACAO NACIONAL METAIS SA,12912
23.434.996/0001-49,LAMINIT SA-LAMINAS COMPENSADOS,512419
63.798.730/0001-08,LAN LINHAS AM DE NAVEGACAO SA.,515442
58.900.754/0001-88,LANDIS GYR INEPAR,15105
91.664.706/0001-03,LANIFICIO SEHBE SA IND E EXP,7951
06.041.065/0001-61,LAPSA LATICINIOS PERIZES SA,7960
44.076.123/0001-81,LARAMO SA,12114
60.631.090/0001-40,LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia),7978
05.017.850/0001-16,LARPASA LARANJAS DO PARA SA,503533
05.017.850/0001-16,LARPASA LARANJAS DO PARA SA,521000
27.291.400/0001-50,LASA-LINHARES AGROINDL SA,507822
24.125.825/0001-09,LASTRO AGRI SA,506346
33.937.681/0001-78,LATAM AIRLINES GROUP S.A.,80128
12.504.627/0001-69,LATICINIO STA FE SA,517232
12.504.627/0001-69,LATICINIO STA FE SA,519898
07.358.096/0001-03,LATICINIOS BETANIA SA IND PEC,513075
02.628.033/0001-06,LATINTECH CAPITAL S/A,18643
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,25062
11.567.807/0001-27,LB MOVEIS SA,502154
21.414.457/0001-12,LEADS CIA. SECURITIZADORA,23558
03.120.821/0001-50,LEASING BMC SA ARREND MERC,13919
09.293.606/0001-37,LECHEF SA INDS ALIMENTICIAS,504920
87.876.033/0001-88,LEE SA IND DE CONFECCOES,8001
02.390.206/0001-09,LF TEL SA,17442
26.173.550/0001-04,LGT HUB PARTICIPAÇÕES S/A,24198
10.500.221/0001-82,LIBRA - LIGAS DO BRASIL S/A,502278
33.813.452/0001-41,LIBRA TERMINAIS SA,18295
02.373.383/0001-79,LIBRA TERMINAL 35 SA,17574
02.373.517/0001-51,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,17582
02.373.517/0001-51,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,23434
04.169.411/0001-66,LIDER AVIAÇÃO HOLDING S/A,21547
17.162.579/0001-91,LIDER TAXI AEREO SA,8010
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,24872
02.217.325/0001-56,LIGA FUTEBOL SA,16691
17.221.771/0001-01,LIGAS DE ALUMINIO SA LIASA,8028
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000
03.378.521/0001-75,LIGHT SA,19879
60.444.437/0001-46,LIGHT SERVIÇOS DE ELETRICIDADE SA,8036
12.528.543/0001-65,LIMASA - LIGAS METALICAS SA,517674
48.071.716/0001-06,LIMASA SA,12360
06.083.737/0001-00,LINGERIE ROYALE SA,503169
00.974.211/0001-25,LINHA AMARELA S.A.- LAMSA,16853
00.974.211/0001-25,LINHA AMARELA S.A.- LAMSA,24937
10.234.027/0001-00,LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.,23680
10.240.186/0001-00,LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.,23671
06.948.969/0001-75,LINX S.A.,23035
61.064.689/0001-02,LION SA,8044
05.117.155/0001-26,LIRA AGROPEC SA,506923
08.651.093/0001-26,LIRA EMPREEND AGROPEC SA,501360
53.026.472/0001-80,LISTEL LISTAS TELEFONICAS SA,13714
00.743.065/0001-27,LITEL PARTICIPACOES SA,15091
05.495.546/0001-84,LITELA PARTICIPAÇÕES S.A.,24759
92.724.053/0001-73,LIVRARIA DO GLOBO SA,8060
33.038.696/0001-02,LIVRARIA JOSE OLYMPIO EDITORA,8079
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813
16.670.085/0001-55,LOCALIZA RENT A CAR SA,19739
13.609.482/0001-23,LOCARPE SA,509531
27.154.319/0001-28,LOCATELLI MOVEIS SA,516953
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,21407
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,23272
28.165.348/0001-58,LOGASA IND E COM SA,507024
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL SA,20710
19.851.496/0001-35,LOGOS COMPANHIA SECURITIZADORA S/A,23477
33.014.556/0001-96,LOJAS AMERICANAS SA,8087
33.005.703/0001-61,LOJAS BRASILEIRAS SA LOBRAS,8109
82.640.632/0001-84,LOJAS HERING SA,8117
16.233.389/0001-55,LOJAS LE BISCUIT S.A.,25542
96.418.264/0218-02,LOJAS QUERO-QUERO S.A.,25038
92.754.738/0001-62,LOJAS RENNER SA,8133
60.889.854/0001-00,LONAFLEX SA,8141
02.338.534/0001-58,LONGDIS SA,17434
33.107.533/0001-26,LORENTZEN EMPREENDIMENTOS SA,12351
12.394.972/0001-97,LOUCOS POR FUTEBOL S.A.,23027
08.507.915/0001-08,LOUSANE-LOUCA SANITARIA NE SA,501573
23.643.315/0001-52,LPC INDUSTRIAS ALIMENTICIAS SA,8184
08.078.847/0001-09,LPS BRASIL CONSULTORIA DE IMOVEIS S/A,20370
27.348.499/0001-89,LUIGI INDL DE ALIMENTOS SA,514985
07.588.148/0001-38,LUIZ GIRAO AGROPEC SA-LUGAPE,513113
84.684.554/0001-45,LUMIERE SA,2224
89.463.822/0001-12,LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL,20060
02.669.221/0001-82,LUSA - IND DE CONFECÇÕES SA,517739
33.150.855/0001-58,LUXOR HOTEIS CONTINENTAL SA,518107
44.813.863/0001-53,M DEDINI SA METALURGICA,8206
07.206.816/0001-15,M DIAS BRANCO SA IND E COM DE ALIMENTOS,20338
00.988.131/0001-29,M HOLDINGS SA,15431
17.155.151/0001-11,M ROSCOE SA ENG IND E COMERCIO,8214
56.806.656/0001-50,M&G POLIÉSTER SA,14559
56.806.656/0001-50,M&G POLIÉSTER SA,505820
04.041.125/0001-10,MAC LAREN AGROPEC SA,509108
09.454.604/0001-82,MACAPARANA AGROPEC SA-MAPASA,500151
03.076.274/0001-52,MACHADINHO ENERGÉTICA SA,18929
08.170.102/0001-67,MAD ESPLENDIDOS DO NE SA,502910
04.738.498/0001-45,MAD ESPLENDIDOS SA,505528
15.315.054/0001-13,MADEACRE MADEIREIRA ACRE SA,510742
92.696.418/0001-01,MADEF SA INDUSTRIA E COMERCIO,8222
10.927.820/0001-87,MADEIRA SINTETICA SA,8230
04.564.258/0001-71,MADEIRAS COMP DA AMAZ CIA AGRO,517372
05.300.363/0001-66,MADEIREIRA MATINHA S/A,502626
05.645.007/0001-84,MADEIREIRA VERONA SA,504726
04.371.548/0001-07,MADENORTE S/A LAMINADOS E COMPENSADOS,504467
88.610.159/0001-79,MADEPART SA ADMINISTRAÇÃO E PARTICIPAÇÕES,8281
88.610.290/0001-36,MADEZATTI SA,8273
08.795.211/0001-70,MAESTRO LOCADORA DE VEÍCULOS S.A.,23612
12.789.376/0001-06,MAFISA AVICOLA SA,512931
82.640.699/0001-19,MAFISA MALHARIA BLUMENAU SA,8303
04.972.469/0001-43,MAFRA S/A AGROPECUÁRIA,512869
47.960.950/0001-21,MAGAZINE LUIZA SA,22470
07.915.416/0001-89,MAGESA MOJU AGROINDL ENERG SA,508209
00.592.603/0001-20,MAGNESITA MINERAÇÃO S.A.,24244
08.684.547/0001-65,MAGNESITA REFRATARIOS S.A.,20842
19.791.268/0001-17,MAGNESITA SA,8311
08.035.032/0001-34,MAGNU ADMINISTRAÇÃO E PARTICIPAÇÃO S.A.,505854
63.715.510/0001-65,MAGNUM INDÚSTRIA DA AMAZÔNIA S/A,518581
63.715.510/0001-65,MAGNUM INDÚSTRIA DA AMAZÔNIA S/A,519812
03.002.935/0001-03,MAHLE COFAP ANEIS SA,18520
60.476.884/0001-87,MAHLE METAL LEVE S.A.,8575
08.573.586/0001-95,MAISA IND E COM SA,502634
70.036.132/0001-59,MAISA PARTICIPACOES SA,16187
00.889.852/0001-81,MAISON ECO SA,15180
02.176.632/0001-36,MAISON ROYALE SA,17035
87.191.847/0001-89,MAISONNAVE CIA DE PART,8338
92.893.999/0001-63,MAISONNAVE DTVM SA,8346
87.155.461/0001-11,MAISONNAVE LEASING SA AM,8354
92.753.805/0001-24,MAISONNAVE SA CFI,8362
47.427.653/0001-15,MAKRO ATACADISTA SA,14834
11.676.590/0001-93,MALHADA DO RIO GRANDE SA,502073
41.196.791/0001-54,MALHARIA MONTE ALEGRE S/A,516775
23.573.181/0001-40,MALHARIA REBECA SA,514349
23.573.181/0001-40,MALHARIA REBECA SA,519650
28.851.954/0001-27,MALIBU PALACE HOTEL SA,518050
60.400.009/0001-11,MANASA MADEIREIRA NACIONAL SA,8389
22.778.617/0001-75,MANAUS HOTEIS E TURISMO S/A,502731
61.065.298/0001-02,MANGELS INDUSTRIAL S.A.,8397
61.293.643/0001-65,MANUF ART BORRACHA NOGAM SA,12670
08.451.296/0001-79,MANUF DE PORCELANA BEATRIZ SA,502006
61.082.004/0001-50,MANUFATURA DE BRINQUEDOS ESTRELA SA,8427
08.936.502/0001-30,MANUINO AGROPEC LEITEIRA SA,506800
02.535.295/0001-26,MAORI SA,17779
32.498.172/0001-23,MAPELLI DO BRASIL SA,509884
00.925.788/0001-47,MAPPIN TRUST RECEBIVEIS SA,15156
10.782.464/0001-50,MAQ PIRATININGA DO NE SA,510203
60.894.482/0001-00,MAQUINAS PIRATININGA SA,8435
05.527.296/0001-17,MAQUINE AGROPASTORIL SA - MASA,509213
17.069.923/0001-00,MARACAIA AGROPEC SA,507466
04.847.570/0001-72,MARAJOARA MECANIZACAO SA,518867
51.468.056/0001-06,MARAMBAIA ENERGIA RENOVÁVEL SA,12181
07.554.389/0001-66,MARAMBAIA TEXTIL SA,514748
88.611.835/0001-29,MARCOPOLO SA,8451
22.975.379/0001-98,MARCOS MARCELINO SA,503231
23.536.204/0001-47,MARCOTEX SA IND TEXTIL,516791
27.044.213/0001-71,MARCOVAN SA,8460
03.853.896/0001-40,MARFRIG GLOBAL FOODS SA,20788
10.255.321/0001-90,MARGUSA-MARANHAO GUSA SA,512494
13.120.027/0001-60,MARICULTURA DA BA SA,507300
02.802.091/0001-04,MARICULTURA NETUNO S/A,518727
04.370.862/0001-67,MARILU AGROPEC SA,513520
11.027.315/0001-49,MARIMAR S/A,500810
07.334.600/0001-35,MARINA DE IRACEMA PARK SA,16268
07.334.600/0001-35,MARINA DE IRACEMA PARK SA,515213
08.034.944/0001-91,MARINA RESIDENCE HOTEL SA,510874
08.034.944/0001-91,MARINA RESIDENCE HOTEL SA,519790
10.845.931/0001-44,MARINE MARICULTURA DO NE SA,511978
01.603.908/0001-52,MARINGA PARK SA,16381
61.189.288/0001-89,MARISA LOJAS SA,22055
08.262.343/0001-36,MARISA SA,20761
06.591.200/0001-42,MARISCOS DO BRASIL SA,518093
84.429.752/0001-62,MARISOL SA,8486
03.301.811/0001-10,MARLIM PARTICIPAÇÕES SA,18481
10.306.322/0001-17,MARLLOY SA IND E COM,516341
05.603.469/0001-39,MARPEX IND DE PESCA SA,504475
07.406.242/0001-29,MARQUISE EMPREEND HOT SA,502812
12.669.370/0001-03,MARRECAS AGROPECUÁRIA S/A,512761
27.186.741/0001-65,MARSAL MARMORE SALVIANO SA,517283
00.090.057/0001-29,MARSIAJ OLIVEIRA SA,14575
09.094.368/0001-30,MARSOL HOTEIS E TUR SA,516945
56.021.785/0001-33,MARTREX SA,13064
15.254.139/0001-39,MASO INDL SA,509086
11.395.624/0001-71,MASSA FALIDA DA BRASIL PHARMA SA,22500
82.639.543/0001-18,MASSA FALIDA DA CIA LORENZ,3611
40.903.254/0001-34,MASSA FALIDA DA COMPANHIA TÊXTIL DO VALE NE,517658
00.410.345/0001-13,MASSA FALIDA DA CREFISUL LEASING SA ARREND MERCL,15164
01.556.141/0001-58,MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA,5622
01.556.141/0001-58,MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA,13633
82.981.671/0001-45,MASSA FALIDA DA FÁBRICA DE TECIDOS CARLOS RENAUX S.A.,5827
33.010.760/0001-39,MASSA FALIDA DA MULLER IND E COMERCIO,8982
59.386.987/0001-77,MASSA FALIDA DA PROCID PARTICIPAÇÕES E NEGÓCIOS SA,17060
83.296.889/0001-23,MASSA FALIDA DA SA IND E COMERCIO CHAPECO,10243
62.607.502/0001-32,MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS,10642
78.594.876/0001-09,MASSA FALIDA DA TRANSPARANA SA,11495
92.751.825/0001-66,MASSA FALIDA DE BIOFERTIL AGROPECUARIA S. A.,516066
11.703.519/0001-52,MASSA FALIDA DE BRASPÉROLA INDÚSTRIA E COMÉRCIO SA,3506
29.075.363/0001-78,MASSA FALIDA DE CIA. BRASILEIRA DE ANTIBIÓTICOS - CIBRAN,12920
33.470.022/0001-74,MASSA FALIDA DE COMPANHIA TEXTIL FERREIRA GUIMARAES,4138
02.490.462/0001-60,MASSA FALIDA DE FAZENDAS REUNIDAS BOI GORDO,19020
08.791.139/0001-02,MASSA FALIDA DE FRUTOS DO VALE SA,515450
24.204.307/0001-72,MASSA FALIDA DE FRUTSA FRUTICULTURA TROPICAL SA,511269
45.240.538/0001-01,MASSA FALIDA DE OLMA SA OLEOS VEGETAIS,13560
33.017.039/0001-70,MASSA FALIDA DE SAM INDUSTRIAS SA,12980
12.869.038/0001-84,MASSA FALIDA DE SUAPE TÊXTIL S.A.,504513
62.136.254/0001-99,MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A,20753
09.467.028/0001-08,MASSARANDUBA AGROPEC SA,505080
07.645.294/0001-58,MASTER IND PLAST CEARENSE SA,7234
05.462.957/0001-73,MASTER IND PLAST DE CAMACARI,500216
07.645.260/0001-63,MASTER SA TEC PLASTICOS,12548
09.654.666/0001-38,MATA VERDE AGRO PASTORIL INDL SA,520730
05.962.428/0001-39,MATAPI AGROPASTORIL SA,506540
56.795.362/0001-70,MATEL TECN DE TELEINF SA,13170
05.521.299/0001-43,MATO FRIO AGROINDL SA,508535
05.521.299/0001-43,MATO FRIO AGROINDL SA,520330
08.904.090/0001-57,MATONE SECURITIZADORA S/A,21059
01.327.477/0001-49,MATUPA AGROPEC SA,510777
02.736.473/0001-87,MAVERICK SA,18228
07.385.191/0001-04,MÁXIMA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S/A,19780
26.523.837/0001-09,MAXVINIL TINTAS E VERNIZES SA,514004
57.912.412/0001-15,MAYUTA SA,13250
05.832.878/0001-07,MAZSA MAD DA AM SA,508896
04.123.616/0001-00,MB ENGENHARIA SA,21385
15.688.041/0001-90,MBK SECURITIZADORA S/A,22861
03.751.496/0001-23,MC TRUST SA,18783
65.614.901/0001-19,MC&A SISTEMAS PESSOAIS SA,13862
11.858.621/0001-27,MCM CIMENTOS S.A.,22284
97.422.638/0001-52,MCOM SA TELECOMUNICACOES,14427
01.102.291/0001-91,MCOM WIRELESS SA,15504
35.085.257/0001-78,MDM MOD D MARQUES MAR E GRA SA,516490
24.275.158/0001-32,MEARIM AGROINDL SA,516503
06.045.876/0001-30,MEARIM AGROINDUSTRIAL SA,512826
12.289.856/0001-08,MECANICA PESADA CONTINENTAL S/A,508179
60.835.410/0001-84,MECANICA PESADA SA,8516
43.358.647/0001-00,MEDIAL SAUDE S/A,20273
03.587.746/0001-31,MEGAPART PARTICIPAÇÕES SA,18619
15.217.433/0001-70,MELAMINA ULTRA S.A. INDÚSTRIA QUÍMICA,8524
14.110.585/0001-07,MELIUZ S.A.,25232
12.181.987/0001-77,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,25119
00.020.540/0001-37,MELPAPER SA,14532
02.607.723/0001-89,MEM CELULAR PARTICIPAÇÕES SA,17531
06.605.703/0001-20,MEMORIA AGROPEC SA,505137
17.162.082/0001-73,MENDES JUNIOR ENGENHARIA SA,4782
92.012.780/0001-08,MENEGAZ S.A. INDUSTRIA E COM.,13080
12.499.629/0001-07,MENFIS PARTICIPAÇÕES S/A,22462
33.040.601/0001-87,MERCANTIL DO BR FINC SA CFI,8540
26.386.169/0001-15,MERCANTIL DO BRASIL LEASING SA,15890
16.923.161/0001-97,MERCANTIL INDS MECANICAS SA,501840
40.917.346/0001-73,MERCONPLAS INDL PLAST COM SA,516074
61.079.976/0001-96,MERIDIONAL S.A.,12807
06.814.586/0001-04,MEROTUSA MERUOCA EMP TUR SA,502740
33.087.156/0001-00,MESBLA SA,8559
39.527.759/0001-62,MESBLA TRUST REC CARTAO CRD SA,14060
09.374.885/0001-63,METAIS DO SERIDO SA - METASA,513628
60.395.209/0001-23,METAL LEVE ELETR E AUTOM SA,13528
61.284.006/0001-22,METALAC SA IND E COMERCIO,8583
33.034.323/0001-55,METALFLEX SA IND E COMERCIO,8591
04.821.041/0001-08,METALFRIO SOLUTIONS S/A,20613
04.218.020/0001-94,METALGRAFICA DA AMAZÔNIA S/A,502030
05.233.705/0001-72,METALGRAFICA DO PI SA,512079
80.227.184/0001-66,METALGRAFICA IGUACU SA,8605
33.034.828/0001-10,METALGRAFICA RIO INDL SA,8613
54.181.904/0001-90,METALMAN S/A,500453
33.535.246/0001-17,METALON INDUSTRIAS REUNIDAS SA,8621
27.485.374/0001-09,METALOSA INDÚSTRIA METALÚRGICA S/A,509655
32.439.143/0001-90,METALPRESS SA,513407
02.312.699/0001-50,METALTRUST S/A (5212 PARTICIPAÇÕES S/A),17370
27.226.950/0001-95,METALURGICA CARAPINA SA,517445
84.683.762/0001-20,METALURGICA DUQUE SA - EM RECUPERAÇÃO JUDICIAL,8648
92.690.783/0001-09,METALURGICA GERDAU SA,8656
89.772.065/0001-69,METALURGICA HASSMANN SA,8664
09.259.870/0001-54,METALURGICA JACY SA,503894
84.430.768/0001-95,METALURGICA JOAO WIEST SA,13641
61.074.837/0001-70,METALURGICA MATARAZZO SA,8680
52.502.945/0001-05,METALURGICA MOCOCA SA,8699
85.778.074/0001-06,METALURGICA RIOSULENSE SA,13439
09.164.484/0001-89,METALURGICA STEEL S. A........,515256
07.159.809/0001-00,METALURGICA UNIVERSAL SA,508004
16.234.171/0001-15,METANOR SA METANOL DO NE,8745
86.375.425/0001-09,METISA METALÚRGICA TIMBOENSE SA,8753
43.710.946/0001-54,METODO ENGENHARIA SA,8761
43.710.946/0001-54,METODO ENGENHARIA SA,17876
01.709.614/0001-00,METRO EXTENSAO NORTE TRUST SA,16276
19.296.342/0001-29,MGI - MINAS GERAIS PARTICIPAÇÕES S.A.,22942
07.289.747/0001-50,MICHELETTO NORDESTE S/A,509043
32.464.596/0001-77,MICHELLUTI AGRÍCOLA S/A,507857
33.183.526/0001-03,MICROLAB SA,12440
45.169.406/0001-30,MICROTEC SIST IND E COM SA,12815
02.305.130/0001-68,MILHOBRAZ MILHO DO BRASIL S/A,518158
27.093.558/0001-15,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S/A,22012
09.244.799/0001-36,MIMONOR PLASTICOS DO NE SA,510190
16.468.951/0001-20,MIN SERGIPE SA,502863
17.496.431/0001-93,MINAS INV SA EMPR ADM ADMINAS,8800
16.518.649/0001-39,MINASFER S/A,16080
16.518.649/0001-39,MINASFER S/A,500690
17.161.241/0001-15,MINASMAQUINAS SA,8818
21.479.092/0001-04,MINASPUMA NE SA,500925
62.436.092/0001-04,MINERACAO ARIPUANA SA,8834
82.989.369/0001-33,MINERAÇÃO E CIMENTO VALE ITAJAI SA,4316
10.612.190/0001-51,MINERADORA SAO JORGE SA,517470
67.620.377/0001-14,MINERVA S/A,20931
90.076.886/0001-40,MINUPAR PARTICIPACOES SA,13765
84.294.586/0001-34,MIPESCA INDUSTRIA E COMERCIO DE PESCADOS,518069
13.132.675/0001-36,MIRAGEM SA FAZS REUNIDAS,515035
04.063.681/0001-98,MIRAGINA SA IND E COM,518999
05.270.202/0001-77,MIRAMAR AGROPEC SA,504300
37.592.100/0001-64,MISSISSIPI SECURITIZADORA S/A,25151
07.882.930/0001-65,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,24902
01.797.671/0001-98,MIZU S/A,517607
10.664.530/0001-98,ML HOTEIS DO NORDESTE SA,510831
13.444.994/0001-87,MLOG S.A.,22586
02.762.115/0001-49,MMX MINERAÇÃO E METÁLICOS S.A. - EM RECUPERAÇÃO JUDICIAL,17914
22.670.178/0001-82,MNM METALURGICA NORTE MINAS SA,12157
31.553.627/0001-01,MOBLY S.A.,25461
06.727.259/0001-15,MOBRASA M SOBRADO AGROINDL SA,510017
27.075.910/0001-90,MOCAL MOAGEIRA DE MIN CACH SA,516686
42.517.177/0001-00,MODDATA SA ENG. DE TEL. E INF.,12734
04.387.379/0001-95,MODIESEL SA IND E COM,509981
09.140.181/0001-26,MOENA PARTICIPAÇÕES S/A,21253
30.122.659/0001-81,MOINHO ATLANTICO SA,511447
61.204.251/0001-82,MOINHO DA LAPA SA,8869
10.781.276/0001-08,MOINHO RECIFE SA EMPR E PART,12777
87.551.552/0001-76,MÔNACO - ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.,3719
31.734.213/0001-70,MONOTUBO VITORIA SA,518905
27.334.408/0001-56,MONTE AGHA EMPREENDS TUR SA,517364
10.915.106/0001-79,MONTE HOTEIS SA,500003
33.102.476/0001-92,MONTEIRO ARANHA SA,8893
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261
60.501.780/0001-85,MONTREAL EMPR COM E IND SA,8907
07.035.413/0001-50,MORADA NOVA AGROPEC SA-MONASA,513083
06.700.389/0001-64,MORAES SA IND E COM EM LIQUIDAÇÃO,517585
09.083.175/0001-84,MOSAICO NEGÓCIOS DE INTERNET S.A.,25470
16.236.440/0001-82,MOTO PECAS TRANSMISSOES SA,3670
05.044.359/0001-84,MOTOGERAL AGROPEC SA,514209
61.106.068/0001-44,MOTORADIO SA COML E INDUSTRIAL,12769
46.414.082/0001-11,MOTORES BUFALO SA,8923
33.063.611/0001-38,MOTORISTA UNIAO COML IMPORT SA,8931
33.069.691/0001-39,MOTORTEC IND AERONAUTICA SA,8940
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067
12.044.673/0001-22,MOURA EXPORT SA,501727
27.485.150/0001-99,MOVEIS BARBADOS SA,508861
07.196.983/0001-22,MOVEIS DE ACO ANGELO FG SA,8966
09.917.071/0001-28,MOVEIS ESPLENDIDOS SA,504858
07.589.666/0001-76,MOVEIS GARVANJ SA,505285
21.314.559/0001-66,MOVIDA PARTICIPAÇÕES S.A.,23825
26.659.061/0001-59,MPM CORPÓREOS S.A.,25445
01.417.222/0001-77,MRS LOGÍSTICA S/A,17949
08.343.492/0001-20,MRV ENGENHARIA E PARTICIPAÇÕES S/A,20915
11.524.394/0001-01,MUCAITA AGROPEC SA,502561
76.486.711/0001-80,MUELLER IRMAOS SA,12629
01.378.557/0001-23,MULTIBRAS PAR SA,15857
